"","alpha","beta","v","omega","V","lnV","lnR","b_Censored"
"1",1.06813742690919,0.969715009401453,3.24209836185244,1.06899690914443,11.8133256593673,2.46922818746647,5.82832219887893,1
"2",-0.870544152785984,0.105117251630872,3.60872181033749,-0.639307150318027,4.72223285327276,1.55228174987291,-6.50411436169916,0
"3",-0.396357031512623,0.4319180813618,2.75425926016087,0.398705309962874,1.94602913044939,0.665790953050224,-12.5278556826527,0
"4",0.0169997320023673,1.10101471668213,2.36082610308423,2.06141984737747,0.403241926620384,-0.908218582957438,371.565523183238,1
"5",0.564790570339245,0.590083797927946,1.98979827343905,0.903809657252041,3.85406340013773,1.3491280203337,8.7091929402717,1
"6",1.01584699054888,0.583052069414407,2.08956126799379,0.212393513303242,10.7198701301914,2.37209904084832,5.1700016977728,1
"7",-0.123846810865508,3.82997830749905,3.25489013814986,0.669657767265964,0.000207011045529147,-8.48273840607831,-126.066824612872,0
"8",1.27211658875371,0.107844777258596,2.94979864811699,1.62337052075555,176.002375806679,5.17049749384863,6.4566713568691,1
"9",0.402190748850767,0.154927083766361,2.3568907579473,0.144593896722447,14.8276103113612,2.69649100434975,9.09896527149983,1
"10",0.0983975804172628,1.06587761736424,2.99183914609674,1.34906993310994,0.991041820577679,-0.00899854516145071,63.3338547115422,1
"11",1.05349831376488,1.3003674223599,2.47303746755165,2.08435229419105,1.97177041699678,0.678931828001719,8.84090001299087,1
"12",0.507958676893715,2.47763186561783,2.95290952385554,0.128012477672987,0.0313021429410124,-3.46406871921053,16.2499010193089,1
"13",0.0706375511715175,0.110759106671991,2.44215491563818,0.204157764524155,9.49867863581152,2.25115269796524,47.187459649279,1
"14",0.180551410135307,0.702073340262187,3.00751090886497,0.99199706159829,3.53387042632713,1.26239370834902,27.5281323694949,1
"15",1.49508853503195,0.259271587002265,2.25124247429444,-0.323134636271708,86.7998404344247,4.46360478335153,4.41604442810622,0
"16",0.0680568955662771,0.472055227961391,3.7872002158608,2.15603782852573,12.2698903605105,2.50714832310918,65.7653060720929,1
"17",-1.01726617581735,0.547510586678982,2.05043757576181,2.97991229060113,0.196591651628882,-1.62662653590984,-5.26088535551816,0
"18",-0.69995336875489,0.314218067397013,3.05122399530945,1.2675695696143,2.03127374243023,0.708663055608635,-6.70772974693643,0
"19",-0.0755972037930538,0.797177223446679,3.77058511850097,0.434897849779665,3.41391265803285,1.22785904057482,-73.4270225874944,0
"20",0.258437053048983,3.225015026259,2.30524632444825,0.274855548408709,0.00105636168433849,-6.85292464823079,42.1616838482396,1
"21",1.19201047802699,1.14603791102291,3.09813291868539,2.91354601282765,7.72174320011451,2.04404014167064,9.26050788402795,1
"22",-0.569364932281579,0.262508674059063,2.17342911950745,1.72950880871944,1.2804009009583,0.247173232767106,-6.84894114097397,0
"23",-0.886185307697543,0.282195518009609,2.87652250659947,2.31651082471908,1.2937763399107,0.257565337175556,-4.64305831447773,0
"24",-0.937613852590494,1.29431145727159,2.63533337947143,0.802088148595094,0.0440324376426928,-3.12282869752432,-10.2969790918623,0
"25",-0.216361675433737,0.131794990506023,1.13588682569903,1.37578601251302,1.36039963155283,0.307778503313488,-15.1454202890381,0
"26",-2.63833580429359,2.8042146040309,1.92303915675952,-0.499893731858304,7.7619554547644e-06,-11.7662762639203,-16.5149071146853,0
"27",-1.1729556408943,0.123998903653713,2.1260219818786,1.20886431588284,0.553282802711165,-0.591886010871129,-4.38382989503131,0
"28",-0.36666953705703,0.934307305634926,3.19216464139045,-0.152606987835852,0.708860626301213,-0.344096349628392,-19.5148947698456,0
"29",1.20383596885099,0.827762388582242,5.47594567968902,0.287344562529777,221.479592408409,5.40033045164428,4.76657510054092,0
"30",0.0644258762430216,1.88731641315153,2.88914437942455,0.0666052419107039,0.0710797276327431,-2.64395310754401,130.981803138318,1
"31",-0.549873136313921,0.43354947399348,4.38750850649036,-0.440058023104811,7.29445019589359,1.98711381188207,-10.6616175245809,0
"32",0.165494581460703,0.166995873209089,2.30731217324674,0.530875012350685,8.47663636920656,2.13731371654088,21.5155729132327,1
"33",-0.510629272607616,0.905478690935972,2.72683758734422,-0.25312039307358,0.363906966453688,-1.01085703067893,-15.1857001840833,0
"34",1.33890904259308,0.0024428024072115,3.27462067217141,0.861863157308123,381.881499648039,5.94511035013594,5.77845642525013,0
"35",-1.4648673872301,0.386376386508346,2.78955659866094,1.28248118454278,0.272720631573399,-1.29930733532429,-5.64563577383362,0
"36",-0.0300764092642901,0.975481832357955,2.32137954333367,1.5111508741455,0.51416103122621,-0.665218772268771,-198.521758555143,0
"37",-1.05828874914237,0.449984933249652,2.2959684816846,0.7742986081183,0.310192000631607,-1.1705638163491,-6.80260035806162,0
"38",0.497894834842633,0.755312043174756,3.22476011162003,1.56906269659925,7.06119041829728,1.95461365178103,10.8753186434826,1
"39",-0.00392133701794588,0.0881943278945982,3.08485897157845,1.91961635360901,16.6503845766893,2.81243331385876,-830.870638999322,0
"40",-0.643336660682274,0.389626279581455,1.66581243954164,-0.31510105328935,0.453962937122498,-0.789739720567271,-9.25074224535732,0
"41",1.8108658182491,3.09818592027465,4.21117546914778,0.808916891840016,0.231853248929095,-1.46165065517796,3.92541642429394,1
"42",1.09605430402833,1.06966502563719,3.64248316543563,1.80335312093744,13.8128137863087,2.62559669658074,8.45132746608748,1
"43",-0.101313526776352,0.214389845263213,3.67072385207445,1.1528085430306,16.8597186116188,2.82492726273211,-35.652347588023,0
"44",1.22565575369839,0.248985053505749,2.59612598473976,1.37170452118317,73.7353500147106,4.30048233161929,6.13316327973979,1
"45",1.11785210612415,0.848567378665221,1.93735295095018,0.639380035475836,5.09039294606645,1.62735502720282,5.29041596013609,1
"46",-0.084847513055354,1.82817497682136,1.40665253872691,0.841867900051018,0.0142989750680504,-4.24756741784786,-102.809684034054,0
"47",1.12377813039532,1.52324405304136,2.55331281803189,0.98238036409183,1.2600317508062,0.231136919698436,7.39617124993245,1
"48",-0.512585354245279,0.415995761286467,2.79954990410523,0.289450358153952,1.69281345624498,0.526391911755272,-10.2710830901609,0
"49",-0.616238954752747,0.728458609389973,2.45900070996454,-0.00755301665234098,0.38333230545784,-0.958853027710876,-11.83996053769,0
"50",-0.335979436291517,0.198888956103474,3.80267432613321,1.60004439319471,12.6044330978299,2.53404858523976,-10.37360219067,0
"51",-0.83064865883299,0.620958474930376,2.39511479195616,0.885360416174161,0.323337713123767,-1.12905795050095,-8.49312313877877,0
"52",0.998500856253208,0.0851886528544128,3.7087417109655,0.330218793786162,232.799475979756,5.45017746490868,5.33210839528985,0
"53",1.14488734492183,2.29740670555105,4.58368637789936,3.7252024387747,0.981415806964159,-0.0187590489101304,9.76310067593377,1
"54",0.464876934447068,0.0130252283997834,2.34689762892675,0.897004346106292,25.4718981875896,3.23757581262154,8.32505932784349,1
"55",1.58873642004828,0.188770903274417,2.68741632998577,0.575098558322571,200.051825455742,5.29857646025907,5.43100656799231,1
"56",-1.47152436153683,1.03030498074234,2.11618421677058,2.70474350988744,0.0198852018694161,-3.9177794485301,-5.46840745086909,0
"57",-0.512375146415413,0.771773211094185,2.51446371042377,-0.873772913674638,0.437969408045633,-0.825606215689615,-14.5877254733791,0
